tickerA,tickerB,sector,entryDate,exitDate,beta,halfLife,entryZ,exitZ,holdDays,exitReason,spreadChange,spreadPnl,dollarPnl,pnlPct,win
LMT,GD,DEFENSE,2025-05-14,2025-05-23,1.0393864646955708,34.28355947388878,-2.1292,-0.2699,7,REVERT,0.02744961,0.02744961,27.45,2.745,1
LMT,GD,DEFENSE,2025-06-24,2025-07-22,1.0393864646955708,34.28355947388878,-2.1999,-3.7413,19,STOP,-0.17849046,-0.17849046,-178.49,-17.849,0
LMT,GD,DEFENSE,2025-07-23,2025-08-07,1.0393864646955708,34.28355947388878,-3.3181,-0.4631,11,REVERT,0.04062556,0.04062556,40.63,4.063,1
LMT,GD,DEFENSE,2025-09-05,2025-09-30,1.0393864646955708,34.28355947388878,2.3356,0.2506,17,REVERT,0.01654122,-0.01654122,-16.54,-1.654,0
LMT,GD,DEFENSE,2025-10-21,2025-11-17,1.0393864646955708,34.28355947388878,-2.9406,-0.0276,19,REVERT,-0.04231362,-0.04231362,-42.31,-4.231,0
LMT,GD,DEFENSE,2025-12-09,2026-01-09,1.0393864646955708,34.28355947388878,2.0091,3.2445,21,STOP,0.09158465,-0.09158465,-91.58,-9.158,0
LMT,GD,DEFENSE,2026-01-12,2026-02-25,1.0393864646955708,34.28355947388878,2.4165,1.039,30,TIMEOUT,0.20927638,-0.20927638,-209.28,-20.928,0
LMT,GD,DEFENSE,2026-03-17,2026-04-02,1.0393864646955708,34.28355947388878,-2.2413,-0.4914,12,REVERT,-0.00028864,-0.00028864,-0.29,-0.029,0
LMT,LHX,DEFENSE,2025-05-13,2025-06-26,1.210111495018406,26.57135078031568,-2.299,-1.1801,30,TIMEOUT,-0.15143063,-0.15143063,-151.43,-15.143,0
LMT,LHX,DEFENSE,2025-07-09,2025-07-22,1.210111495018406,26.57135078031568,-2.0402,-3.6206,9,STOP,-0.1447249,-0.1447249,-144.72,-14.472,0
LMT,LHX,DEFENSE,2025-07-23,2025-08-07,1.210111495018406,26.57135078031568,-2.7562,-0.4856,11,REVERT,0.00797585,0.00797585,7.98,0.798,1
LMT,LHX,DEFENSE,2025-09-04,2025-09-16,1.210111495018406,26.57135078031568,2.3268,0.1507,8,REVERT,-0.01680057,0.01680057,16.8,1.68,1
LMT,LHX,DEFENSE,2025-09-29,2025-10-02,1.210111495018406,26.57135078031568,-2.1105,-0.1869,3,REVERT,0.01835802,0.01835802,18.36,1.836,1
LMT,LHX,DEFENSE,2025-11-07,2025-11-14,1.210111495018406,26.57135078031568,-2.7415,-0.4094,5,REVERT,0.02135785,0.02135785,21.36,2.136,1
LMT,LHX,DEFENSE,2025-12-17,2025-12-19,1.210111495018406,26.57135078031568,2.3714,-0.1106,2,REVERT,-0.03871241,0.03871241,38.71,3.871,1
LMT,LHX,DEFENSE,2026-01-08,2026-01-14,1.210111495018406,26.57135078031568,-2.3983,-0.2655,4,REVERT,0.03758786,0.03758786,37.59,3.759,1
LMT,LHX,DEFENSE,2026-01-29,2026-01-30,1.210111495018406,26.57135078031568,2.2691,3.4561,1,STOP,0.06424996,-0.06424996,-64.25,-6.425,0
LMT,LHX,DEFENSE,2026-02-02,2026-03-05,1.210111495018406,26.57135078031568,2.8087,-0.4028,22,REVERT,-0.03395735,0.03395735,33.96,3.396,1
LMT,LHX,DEFENSE,2026-03-17,2026-03-20,1.210111495018406,26.57135078031568,-2.2749,-0.334,3,REVERT,0.03961235,0.03961235,39.61,3.961,1
LMT,HII,DEFENSE,2025-05-13,2025-05-16,0.23278795474222846,40.302058755437145,-2.0498,-0.3429,3,REVERT,0.01388205,0.01388205,13.88,1.388,1
LMT,HII,DEFENSE,2025-05-30,2025-06-17,0.23278795474222846,40.302058755437145,2.0969,0.2158,12,REVERT,-0.01068293,0.01068293,10.68,1.068,1
LMT,HII,DEFENSE,2025-07-22,2025-08-06,0.23278795474222846,40.302058755437145,-4.2455,-0.2884,11,REVERT,0.04495778,0.04495778,44.96,4.496,1
LMT,HII,DEFENSE,2025-09-23,2025-10-15,0.23278795474222846,40.302058755437145,2.0144,0.2098,16,REVERT,0.01841252,-0.01841252,-18.41,-1.841,0
LMT,HII,DEFENSE,2025-10-24,2025-11-17,0.23278795474222846,40.302058755437145,-2.2749,-0.37,16,REVERT,-0.03811058,-0.03811058,-38.11,-3.811,0
LMT,HII,DEFENSE,2026-01-05,2026-02-18,0.23278795474222846,40.302058755437145,2.7038,1.1272,30,TIMEOUT,0.20285599,-0.20285599,-202.86,-20.286,0
LMT,HII,DEFENSE,2026-03-24,2026-03-26,0.23278795474222846,40.302058755437145,-2.2159,-0.4203,2,REVERT,0.03796696,0.03796696,37.97,3.797,1
LMT,LDOS,DEFENSE,2025-05-13,2025-05-23,0.7830038721390419,22.309478135144154,-2.127,0.0645,8,REVERT,0.03444256,0.03444256,34.44,3.444,1
LMT,LDOS,DEFENSE,2025-05-30,2025-06-11,0.7830038721390419,22.309478135144154,2.0643,-0.1204,8,REVERT,-0.03423094,0.03423094,34.23,3.423,1
LMT,LDOS,DEFENSE,2025-06-24,2025-07-15,0.7830038721390419,22.309478135144154,-2.1978,-0.1696,14,REVERT,-0.01867933,-0.01867933,-18.68,-1.868,0
LMT,LDOS,DEFENSE,2025-07-22,2025-08-18,0.7830038721390419,22.309478135144154,-3.9274,-0.3728,19,REVERT,-0.00749656,-0.00749656,-7.5,-0.75,0
LMT,LDOS,DEFENSE,2025-09-04,2025-09-18,0.7830038721390419,22.309478135144154,2.1795,0.3349,10,REVERT,-0.00235745,0.00235745,2.36,0.236,1
LMT,LDOS,DEFENSE,2025-09-25,2025-11-06,0.7830038721390419,22.309478135144154,2.2768,-2.0807,30,TIMEOUT,-0.08386499,0.08386499,83.86,8.386,1
LMT,LDOS,DEFENSE,2025-11-07,2025-11-17,0.7830038721390419,22.309478135144154,-2.47,0.1072,6,REVERT,0.06000951,0.06000951,60.01,6.001,1
LMT,LDOS,DEFENSE,2025-12-15,2026-01-29,0.7830038721390419,22.309478135144154,2.0418,1.7686,30,TIMEOUT,0.24560322,-0.24560322,-245.6,-24.56,0
LMT,LDOS,DEFENSE,2026-02-11,2026-02-26,0.7830038721390419,22.309478135144154,2.4007,0.3679,10,REVERT,0.0075189,-0.0075189,-7.52,-0.752,0
LMT,LDOS,DEFENSE,2026-03-26,2026-03-30,0.7830038721390419,22.309478135144154,2.6852,0.0168,2,REVERT,-0.02990076,0.02990076,29.9,2.99,1
LMT,SAIC,DEFENSE,2025-05-14,2025-05-19,0.6455237481037693,21.977358126186534,-2.5374,-0.2987,3,REVERT,0.03191994,0.03191994,31.92,3.192,1
LMT,SAIC,DEFENSE,2025-05-30,2025-06-02,0.6455237481037693,21.977358126186534,2.365,3.6339,1,STOP,0.0912823,-0.0912823,-91.28,-9.128,0
LMT,SAIC,DEFENSE,2025-06-03,2025-06-11,0.6455237481037693,21.977358126186534,2.4801,0.367,6,REVERT,-0.05263757,0.05263757,52.64,5.264,1
LMT,SAIC,DEFENSE,2025-07-02,2025-07-11,0.6455237481037693,21.977358126186534,-2.0844,-0.4096,6,REVERT,0.03294874,0.03294874,32.95,3.295,1
LMT,SAIC,DEFENSE,2025-07-22,2025-08-06,0.6455237481037693,21.977358126186534,-3.6544,-0.3628,11,REVERT,0.05383717,0.05383717,53.84,5.384,1
LMT,SAIC,DEFENSE,2025-08-20,2025-09-04,0.6455237481037693,21.977358126186534,2.0843,3.2503,10,STOP,0.09804662,-0.09804662,-98.05,-9.805,0
LMT,SAIC,DEFENSE,2025-09-05,2025-10-16,0.6455237481037693,21.977358126186534,2.8871,0.2537,29,REVERT,0.110445,-0.110445,-110.45,-11.045,0
LMT,SAIC,DEFENSE,2025-10-23,2025-10-24,0.6455237481037693,21.977358126186534,-2.0597,0.1259,1,REVERT,0.03801853,0.03801853,38.02,3.802,1
LMT,SAIC,DEFENSE,2025-11-07,2025-11-14,0.6455237481037693,21.977358126186534,-2.0302,0.2683,5,REVERT,0.03888692,0.03888692,38.89,3.889,1
LMT,SAIC,DEFENSE,2025-12-04,2025-12-12,0.6455237481037693,21.977358126186534,-3.0039,-0.3937,6,REVERT,0.07902442,0.07902442,79.02,7.902,1
LMT,SAIC,DEFENSE,2026-01-06,2026-01-07,0.6455237481037693,21.977358126186534,2.1871,-0.1743,1,REVERT,-0.03768072,0.03768072,37.68,3.768,1
LMT,SAIC,DEFENSE,2026-01-09,2026-02-24,0.6455237481037693,21.977358126186534,2.2828,1.2083,30,TIMEOUT,0.37014838,-0.37014838,-370.15,-37.015,0
LMT,SAIC,DEFENSE,2026-03-17,2026-04-06,0.6455237481037693,21.977358126186534,-2.3706,-0.4212,13,REVERT,-0.03072529,-0.03072529,-30.73,-3.073,0
LMT,MTX.DE,DEFENSE,2025-05-14,2025-05-19,0.12665674787770922,60.51701821014293,-3.0335,-0.1863,3,REVERT,0.04903393,0.04903393,49.03,4.903,1
LMT,MTX.DE,DEFENSE,2025-06-13,2025-07-01,0.12665674787770922,60.51701821014293,2.0396,-0.4726,11,REVERT,-0.05036216,0.05036216,50.36,5.036,1
LMT,MTX.DE,DEFENSE,2025-07-22,2025-08-06,0.12665674787770922,60.51701821014293,-4.14,-0.2294,11,REVERT,0.05714073,0.05714073,57.14,5.714,1
LMT,MTX.DE,DEFENSE,2025-08-20,2025-10-02,0.12665674787770922,60.51701821014293,2.0333,1.4761,30,TIMEOUT,0.11714669,-0.11714669,-117.15,-11.715,0
LMT,MTX.DE,DEFENSE,2025-10-06,2025-10-15,0.12665674787770922,60.51701821014293,2.1059,0.302,7,REVERT,-0.02496323,0.02496323,24.96,2.496,1
LMT,MTX.DE,DEFENSE,2025-11-05,2025-11-17,0.12665674787770922,60.51701821014293,-2.0771,-0.1965,8,REVERT,-0.00094712,-0.00094712,-0.95,-0.095,0
LMT,MTX.DE,DEFENSE,2026-01-05,2026-02-18,0.12665674787770922,60.51701821014293,2.0789,1.2341,30,TIMEOUT,0.23040968,-0.23040968,-230.41,-23.041,0
LMT,MTX.DE,DEFENSE,2026-03-02,2026-03-10,0.12665674787770922,60.51701821014293,2.2206,0.2146,6,REVERT,-0.03716444,0.03716444,37.16,3.716,1
LMT,MTX.DE,DEFENSE,2026-03-23,2026-04-07,0.12665674787770922,60.51701821014293,-2.067,-0.0419,9,REVERT,0.01767916,0.01767916,17.68,1.768,1
RTX,NOC,DEFENSE,2025-05-14,2025-06-03,0.9181980240100686,36.16349066504078,2.0906,0.3166,13,REVERT,-0.01135433,0.01135433,11.35,1.135,1
RTX,NOC,DEFENSE,2025-06-11,2025-06-12,0.9181980240100686,36.16349066504078,2.1271,-0.129,1,REVERT,-0.02202467,0.02202467,22.02,2.202,1
RTX,NOC,DEFENSE,2025-06-16,2025-06-26,0.9181980240100686,36.16349066504078,2.8687,0.3118,7,REVERT,-0.01906655,0.01906655,19.07,1.907,1
RTX,NOC,DEFENSE,2025-07-21,2025-07-22,0.9181980240100686,36.16349066504078,2.1382,-3.9333,1,STOP,-0.09848881,0.09848881,98.49,9.849,1
RTX,NOC,DEFENSE,2025-08-27,2025-09-02,0.9181980240100686,36.16349066504078,2.5376,0.4539,3,REVERT,-0.01934897,0.01934897,19.35,1.935,1
RTX,NOC,DEFENSE,2025-10-08,2025-10-17,0.9181980240100686,36.16349066504078,-3.1372,-0.368,7,REVERT,-0.00030373,-0.00030373,-0.3,-0.03,0
RTX,NOC,DEFENSE,2025-10-21,2025-11-18,0.9181980240100686,36.16349066504078,2.1553,0.1625,20,REVERT,0.06099815,-0.06099815,-61,-6.1,0
RTX,NOC,DEFENSE,2025-12-11,2026-01-08,0.9181980240100686,36.16349066504078,2.0222,0.007,18,REVERT,0.00441757,-0.00441757,-4.42,-0.442,0
RTX,NOC,DEFENSE,2026-01-09,2026-02-11,0.9181980240100686,36.16349066504078,-2.6685,-0.3243,22,REVERT,-0.04336966,-0.04336966,-43.37,-4.337,0
RTX,NOC,DEFENSE,2026-02-24,2026-03-06,0.9181980240100686,36.16349066504078,-2.3179,-0.4344,8,REVERT,0.02022479,0.02022479,20.22,2.022,1
RTX,NOC,DEFENSE,2026-03-23,2026-04-08,0.9181980240100686,36.16349066504078,2.0112,3.3097,11,STOP,0.03345997,-0.03345997,-33.46,-3.346,0
RTX,LHX,DEFENSE,2025-06-13,2025-06-24,0.15529794442625172,53.28059213430111,2.333,0.293,6,REVERT,-0.02033331,0.02033331,20.33,2.033,1
RTX,LHX,DEFENSE,2025-07-17,2025-08-06,0.15529794442625172,53.28059213430111,2.1743,0.478,14,REVERT,0.02115467,-0.02115467,-21.15,-2.115,0
RTX,LHX,DEFENSE,2025-08-26,2025-09-05,0.15529794442625172,53.28059213430111,2.8805,0.4872,7,REVERT,-0.01063856,0.01063856,10.64,1.064,1
RTX,LHX,DEFENSE,2025-09-09,2025-09-11,0.15529794442625172,53.28059213430111,-2.1443,0.1979,2,REVERT,0.03255393,0.03255393,32.55,3.255,1
RTX,LHX,DEFENSE,2025-09-30,2025-10-09,0.15529794442625172,53.28059213430111,2.3368,-0.2782,7,REVERT,-0.02755092,0.02755092,27.55,2.755,1
RTX,LHX,DEFENSE,2025-10-21,2025-11-12,0.15529794442625172,53.28059213430111,2.2556,0.3533,16,REVERT,0.02235547,-0.02235547,-22.36,-2.236,0
RTX,LHX,DEFENSE,2025-11-21,2025-11-24,0.15529794442625172,53.28059213430111,-2.379,-0.3768,1,REVERT,0.02192691,0.02192691,21.93,2.193,1
RTX,LHX,DEFENSE,2025-12-01,2025-12-09,0.15529794442625172,53.28059213430111,-2.5026,-0.0943,6,REVERT,0.02015076,0.02015076,20.15,2.015,1
RTX,LHX,DEFENSE,2025-12-12,2026-01-07,0.15529794442625172,53.28059213430111,2.2234,0.4609,16,REVERT,0.02693069,-0.02693069,-26.93,-2.693,0
RTX,LHX,DEFENSE,2026-01-14,2026-01-23,0.15529794442625172,53.28059213430111,2.5567,0.4885,6,REVERT,-0.02003313,0.02003313,20.03,2.003,1
RTX,LHX,DEFENSE,2026-03-02,2026-03-12,0.15529794442625172,53.28059213430111,2.5153,-0.2792,8,REVERT,-0.03578645,0.03578645,35.79,3.579,1
RTX,LHX,DEFENSE,2026-03-27,2026-04-06,0.15529794442625172,53.28059213430111,-2.0871,-0.1165,5,REVERT,0.03787549,0.03787549,37.88,3.788,1
RTX,LDOS,DEFENSE,2025-06-13,2025-06-24,0.17883445141296622,54.19423064518747,2.1842,0.1034,6,REVERT,-0.0308345,0.0308345,30.83,3.083,1
RTX,LDOS,DEFENSE,2025-07-17,2025-08-05,0.17883445141296622,54.19423064518747,2.0689,0.3907,13,REVERT,0.02047905,-0.02047905,-20.48,-2.048,0
RTX,LDOS,DEFENSE,2025-09-09,2025-09-11,0.17883445141296622,54.19423064518747,-2.1537,0.1272,2,REVERT,0.03215111,0.03215111,32.15,3.215,1
RTX,LDOS,DEFENSE,2025-09-26,2025-10-09,0.17883445141296622,54.19423064518747,2.144,-0.3368,9,REVERT,-0.01582622,0.01582622,15.83,1.583,1
RTX,LDOS,DEFENSE,2025-10-21,2025-11-05,0.17883445141296622,54.19423064518747,2.1707,0.3939,11,REVERT,0.0037729,-0.0037729,-3.77,-0.377,0
RTX,LDOS,DEFENSE,2025-11-21,2025-11-28,0.17883445141296622,54.19423064518747,-2.2606,0.238,4,REVERT,0.02599038,0.02599038,25.99,2.599,1
RTX,LDOS,DEFENSE,2025-12-01,2025-12-08,0.17883445141296622,54.19423064518747,-2.6324,-0.2656,5,REVERT,0.02329429,0.02329429,23.29,2.329,1
RTX,LDOS,DEFENSE,2025-12-11,2026-01-07,0.17883445141296622,54.19423064518747,2.042,0.364,17,REVERT,0.03975079,-0.03975079,-39.75,-3.975,0
RTX,LDOS,DEFENSE,2026-01-12,2026-02-04,0.17883445141296622,54.19423064518747,2.2167,0.1406,16,REVERT,0.0214675,-0.0214675,-21.47,-2.147,0
RTX,LDOS,DEFENSE,2026-02-12,2026-02-24,0.17883445141296622,54.19423064518747,2.0352,0.0548,7,REVERT,-0.01288188,0.01288188,12.88,1.288,1
RTX,LDOS,DEFENSE,2026-03-02,2026-03-12,0.17883445141296622,54.19423064518747,2.2243,-0.2075,8,REVERT,-0.03827672,0.03827672,38.28,3.828,1
RTX,LDOS,DEFENSE,2026-03-27,2026-04-02,0.17883445141296622,54.19423064518747,-2.1061,-0.3695,4,REVERT,0.0299454,0.0299454,29.95,2.995,1
RTX,RHM.DE,DEFENSE,2025-06-09,2025-06-25,0.18988070639316507,24.46628831239112,2.2141,0.2282,11,REVERT,0.00821882,-0.00821882,-8.22,-0.822,0
RTX,RHM.DE,DEFENSE,2025-07-17,2025-08-06,0.18988070639316507,24.46628831239112,2.1602,0.4887,14,REVERT,0.03369171,-0.03369171,-33.69,-3.369,0
RTX,RHM.DE,DEFENSE,2025-08-20,2025-09-02,0.18988070639316507,24.46628831239112,2.6625,-0.0775,8,REVERT,-0.01299168,0.01299168,12.99,1.299,1
RTX,RHM.DE,DEFENSE,2025-09-08,2025-09-16,0.18988070639316507,24.46628831239112,-2.3855,-0.4865,6,REVERT,0.01656104,0.01656104,16.56,1.656,1
RTX,RHM.DE,DEFENSE,2025-09-30,2025-10-09,0.18988070639316507,24.46628831239112,2.5208,0.1041,7,REVERT,-0.02106108,0.02106108,21.06,2.106,1
RTX,RHM.DE,DEFENSE,2025-10-21,2025-11-12,0.18988070639316507,24.46628831239112,2.6447,0.4459,16,REVERT,0.03034183,-0.03034183,-30.34,-3.034,0
RTX,RHM.DE,DEFENSE,2025-11-28,2025-12-04,0.18988070639316507,24.46628831239112,2.0125,-0.2894,4,REVERT,-0.0282786,0.0282786,28.28,2.828,1
RTX,RHM.DE,DEFENSE,2025-12-12,2026-01-07,0.18988070639316507,24.46628831239112,2.0136,0.1245,13,REVERT,0.01571496,-0.01571496,-15.71,-1.571,0
RTX,RHM.DE,DEFENSE,2026-01-14,2026-02-09,0.18988070639316507,24.46628831239112,2.1806,0.365,17,REVERT,0.01338639,-0.01338639,-13.39,-1.339,0
RTX,RHM.DE,DEFENSE,2026-02-12,2026-03-12,0.18988070639316507,24.46628831239112,2.1035,0.2472,19,REVERT,0.01623639,-0.01623639,-16.24,-1.624,0
RTX,RHM.DE,DEFENSE,2026-03-30,2026-04-07,0.18988070639316507,24.46628831239112,-2.2262,-0.1953,4,REVERT,0.04025201,0.04025201,40.25,4.025,1
RTX,HAG.DE,DEFENSE,2025-06-13,2025-06-25,0.1456353697800056,28.795465260713947,2.6142,0.1199,7,REVERT,-0.03049282,0.03049282,30.49,3.049,1
RTX,HAG.DE,DEFENSE,2025-07-17,2025-08-15,0.1456353697800056,28.795465260713947,2.1832,0.3488,21,REVERT,0.04812457,-0.04812457,-48.12,-4.812,0
RTX,HAG.DE,DEFENSE,2025-08-20,2025-09-02,0.1456353697800056,28.795465260713947,2.9579,0.1987,8,REVERT,-0.01149246,0.01149246,11.49,1.149,1
RTX,HAG.DE,DEFENSE,2025-09-09,2025-09-11,0.1456353697800056,28.795465260713947,-2.4747,-0.4092,2,REVERT,0.02994366,0.02994366,29.94,2.994,1
RTX,HAG.DE,DEFENSE,2025-09-30,2025-10-17,0.1456353697800056,28.795465260713947,2.3178,-0.433,13,REVERT,-0.0308967,0.0308967,30.9,3.09,1
RTX,HAG.DE,DEFENSE,2025-10-21,2025-11-13,0.1456353697800056,28.795465260713947,2.6999,0.2276,17,REVERT,0.03081067,-0.03081067,-30.81,-3.081,0
RTX,HAG.DE,DEFENSE,2025-11-28,2025-12-04,0.1456353697800056,28.795465260713947,2.2586,0.3588,4,REVERT,-0.02228075,0.02228075,22.28,2.228,1
RTX,HAG.DE,DEFENSE,2025-12-11,2026-01-07,0.1456353697800056,28.795465260713947,2.554,0.2024,14,REVERT,0.01704235,-0.01704235,-17.04,-1.704,0
RTX,HAG.DE,DEFENSE,2026-01-14,2026-02-05,0.1456353697800056,28.795465260713947,2.4728,0.4739,15,REVERT,0.01054384,-0.01054384,-10.54,-1.054,0
RTX,HAG.DE,DEFENSE,2026-03-02,2026-03-12,0.1456353697800056,28.795465260713947,2.9377,-0.2116,8,REVERT,-0.0449604,0.0449604,44.96,4.496,1
RTX,HAG.DE,DEFENSE,2026-03-30,2026-04-07,0.1456353697800056,28.795465260713947,-2.2078,-0.4608,4,REVERT,0.03655697,0.03655697,36.56,3.656,1
RTX,HO.PA,DEFENSE,2025-06-09,2025-06-25,0.23239074385702427,33.02295215763675,2.273,0.4258,11,REVERT,0.01831629,-0.01831629,-18.32,-1.832,0
RTX,HO.PA,DEFENSE,2025-07-16,2025-08-11,0.23239074385702427,33.02295215763675,2.1919,0.484,18,REVERT,0.04819071,-0.04819071,-48.19,-4.819,0
RTX,HO.PA,DEFENSE,2025-08-26,2025-09-11,0.23239074385702427,33.02295215763675,3.2445,-0.4212,11,REVERT,-0.03045246,0.03045246,30.45,3.045,1
RTX,HO.PA,DEFENSE,2025-09-30,2025-10-09,0.23239074385702427,33.02295215763675,2.1178,-0.2688,7,REVERT,-0.02792486,0.02792486,27.92,2.792,1
RTX,HO.PA,DEFENSE,2025-10-21,2025-11-13,0.23239074385702427,33.02295215763675,2.4336,-0.1033,17,REVERT,0.01647291,-0.01647291,-16.47,-1.647,0
RTX,HO.PA,DEFENSE,2025-12-11,2026-01-07,0.23239074385702427,33.02295215763675,2.4679,-0.411,16,REVERT,0.00818441,-0.00818441,-8.18,-0.818,0
RTX,HO.PA,DEFENSE,2026-01-14,2026-01-26,0.23239074385702427,33.02295215763675,2.3754,0.3767,7,REVERT,-0.01806837,0.01806837,18.07,1.807,1
RTX,HO.PA,DEFENSE,2026-02-17,2026-02-24,0.23239074385702427,33.02295215763675,2.0096,-0.2476,5,REVERT,-0.02390005,0.02390005,23.9,2.39,1
RTX,HO.PA,DEFENSE,2026-03-02,2026-03-12,0.23239074385702427,33.02295215763675,2.8853,-0.3537,8,REVERT,-0.04302784,0.04302784,43.03,4.303,1
RTX,HO.PA,DEFENSE,2026-03-27,2026-04-08,0.23239074385702427,33.02295215763675,-2.0238,0.2509,6,REVERT,0.04039895,0.04039895,40.4,4.04,1
RTX,BA.L,DEFENSE,2025-06-09,2025-06-25,0.2565782843348734,41.47696518096189,2.069,0.4871,11,REVERT,0.01703223,-0.01703223,-17.03,-1.703,0
RTX,BA.L,DEFENSE,2025-07-14,2025-08-14,0.2565782843348734,41.47696518096189,2.2221,0.1787,23,REVERT,0.05699251,-0.05699251,-56.99,-5.699,0
RTX,BA.L,DEFENSE,2025-08-20,2025-09-05,0.2565782843348734,41.47696518096189,2.1993,0.2567,10,REVERT,-0.00140138,0.00140138,1.4,0.14,1
RTX,BA.L,DEFENSE,2025-09-09,2025-09-22,0.2565782843348734,41.47696518096189,-2.3204,-0.2286,9,REVERT,0.0254696,0.0254696,25.47,2.547,1
RTX,BA.L,DEFENSE,2025-09-30,2025-10-09,0.2565782843348734,41.47696518096189,2.2246,-0.1742,7,REVERT,-0.02571871,0.02571871,25.72,2.572,1
RTX,BA.L,DEFENSE,2025-10-21,2025-11-13,0.2565782843348734,41.47696518096189,2.7858,-0.0539,17,REVERT,0.01421674,-0.01421674,-14.22,-1.422,0
RTX,BA.L,DEFENSE,2025-12-11,2026-01-07,0.2565782843348734,41.47696518096189,2.4242,-0.2052,16,REVERT,0.01238687,-0.01238687,-12.39,-1.239,0
RTX,BA.L,DEFENSE,2026-01-14,2026-01-26,0.2565782843348734,41.47696518096189,2.1956,0.4213,7,REVERT,-0.01565573,0.01565573,15.66,1.566,1
RTX,BA.L,DEFENSE,2026-02-24,2026-02-27,0.2565782843348734,41.47696518096189,-2.2367,0.1493,3,REVERT,0.0242438,0.0242438,24.24,2.424,1
RTX,BA.L,DEFENSE,2026-03-30,2026-04-07,0.2565782843348734,41.47696518096189,-2.2586,-0.3088,4,REVERT,0.04122004,0.04122004,41.22,4.122,1
RTX,LDO.MI,DEFENSE,2025-06-09,2025-06-25,0.23981032762681734,23.933631263604727,2.1738,0.488,11,REVERT,0.02875314,-0.02875314,-28.75,-2.875,0
RTX,LDO.MI,DEFENSE,2025-07-16,2025-08-06,0.23981032762681734,23.933631263604727,2.2479,0.2167,15,REVERT,0.02035928,-0.02035928,-20.36,-2.036,0
RTX,LDO.MI,DEFENSE,2025-08-20,2025-08-22,0.23981032762681734,23.933631263604727,2.2819,0.2423,2,REVERT,-0.01519219,0.01519219,15.19,1.519,1
RTX,LDO.MI,DEFENSE,2025-08-28,2025-09-02,0.23981032762681734,23.933631263604727,2.0982,0.2636,2,REVERT,-0.01949121,0.01949121,19.49,1.949,1
RTX,LDO.MI,DEFENSE,2025-09-09,2025-09-11,0.23981032762681734,23.933631263604727,-2.3953,-0.2955,2,REVERT,0.02563684,0.02563684,25.64,2.564,1
RTX,LDO.MI,DEFENSE,2025-09-30,2025-10-17,0.23981032762681734,23.933631263604727,2.5234,-0.2758,13,REVERT,-0.0298541,0.0298541,29.85,2.985,1
RTX,LDO.MI,DEFENSE,2025-10-21,2025-11-13,0.23981032762681734,23.933631263604727,2.8151,-0.3386,17,REVERT,0.00276789,-0.00276789,-2.77,-0.277,0
RTX,LDO.MI,DEFENSE,2025-12-11,2026-01-07,0.23981032762681734,23.933631263604727,2.2895,-0.2322,14,REVERT,0.00124752,-0.00124752,-1.25,-0.125,0
RTX,LDO.MI,DEFENSE,2026-01-14,2026-01-26,0.23981032762681734,23.933631263604727,2.4695,0.4155,7,REVERT,-0.01736056,0.01736056,17.36,1.736,1
RTX,LDO.MI,DEFENSE,2026-03-02,2026-03-09,0.23981032762681734,23.933631263604727,2.8804,0.3614,5,REVERT,-0.03563232,0.03563232,35.63,3.563,1
RTX,AIR.PA,DEFENSE,2025-06-11,2025-06-24,0.18402557973251837,41.160815965631066,2.0512,0.0661,8,REVERT,-0.00740544,0.00740544,7.41,0.741,1
RTX,AIR.PA,DEFENSE,2025-07-23,2025-08-08,0.18402557973251837,41.160815965631066,2.7556,0.2979,12,REVERT,-0.00314149,0.00314149,3.14,0.314,1
RTX,AIR.PA,DEFENSE,2025-08-26,2025-09-05,0.18402557973251837,41.160815965631066,2.1924,0.2232,7,REVERT,-0.01693758,0.01693758,16.94,1.694,1
RTX,AIR.PA,DEFENSE,2025-09-09,2025-09-11,0.18402557973251837,41.160815965631066,-2.1509,-0.2249,2,REVERT,0.03191072,0.03191072,31.91,3.191,1
RTX,AIR.PA,DEFENSE,2025-09-30,2025-10-09,0.18402557973251837,41.160815965631066,2.4738,-0.4153,7,REVERT,-0.03789873,0.03789873,37.9,3.79,1
RTX,AIR.PA,DEFENSE,2025-10-22,2025-11-05,0.18402557973251837,41.160815965631066,2.3237,0.4083,10,REVERT,-0.02838157,0.02838157,28.38,2.838,1
RTX,AIR.PA,DEFENSE,2025-11-21,2025-11-24,0.18402557973251837,41.160815965631066,-2.3336,-0.2954,1,REVERT,0.02305769,0.02305769,23.06,2.306,1
RTX,AIR.PA,DEFENSE,2025-12-01,2025-12-04,0.18402557973251837,41.160815965631066,-2.0053,-0.4111,3,REVERT,0.01519709,0.01519709,15.2,1.52,1
RTX,AIR.PA,DEFENSE,2025-12-11,2026-01-07,0.18402557973251837,41.160815965631066,2.7344,0.304,16,REVERT,0.02724884,-0.02724884,-27.25,-2.725,0
RTX,AIR.PA,DEFENSE,2026-01-12,2026-02-05,0.18402557973251837,41.160815965631066,2.0408,0.2931,17,REVERT,0.03507221,-0.03507221,-35.07,-3.507,0
RTX,AIR.PA,DEFENSE,2026-02-19,2026-02-24,0.18402557973251837,41.160815965631066,2.0392,0.1453,3,REVERT,-0.02686604,0.02686604,26.87,2.687,1
RTX,AIR.PA,DEFENSE,2026-03-02,2026-03-12,0.18402557973251837,41.160815965631066,2.9862,0.2834,8,REVERT,-0.03532826,0.03532826,35.33,3.533,1
