tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct
2519,TM,F,AUTOS,2026-01-15,2026-01-27,SHORT_A_LONG_B,232.33,13.662,0.615832,0.3933,14.39,0.048153,0.297855,3.789254,0.9266,2.2607,0.8061,-0.0664,0.1229,8,B,0.7083,7,REVERT,40.69,4.069,32.69,8,1,179.97,209.5,4.069,-0.545
2520,TM,F,AUTOS,2026-02-04,2026-02-20,SHORT_A_LONG_B,241.39,13.6719,0.615832,0.3933,14.39,0.048153,0.297855,3.789254,0.9266,2.0718,1.4315,0.0847,1.0596,8,B,0.7083,11,REVERT,22.64,2.264,14.64,8,1,184.54,211.1,2.264,-1.439
2521,RWE.DE,NEE,INFRA,2025-05-16,2025-05-20,LONG_A_SHORT_B,32.08,72.8339,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,-2.2557,0.7292,0.2244,1.507,4,C,0.5417,2,REVERT,42.44,4.244,34.44,8,1,286.85,286.85,4.244,1.307
2522,RWE.DE,NEE,INFRA,2025-06-11,2025-07-07,SHORT_A_LONG_B,34.68,71.4653,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.3524,2.2573,0.3113,2.7817,4,C,0.5417,16,REVERT,-28.56,-2.856,-36.56,8,1,276.46,292.36,-1.351,-4.714
2523,RWE.DE,NEE,INFRA,2025-07-21,2025-07-24,SHORT_A_LONG_B,37.14,74.5687,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.831,3.3756,0.2916,3.1282,5,C,0.5833,3,REVERT,13.26,1.326,5.26,8,1,281.8,295.39,1.326,-2.378
2524,RWE.DE,NEE,INFRA,2025-08-14,2025-09-04,LONG_A_SHORT_B,34.58,70.7213,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,-2.5749,2.2432,-0.3356,2.3299,5,C,0.5833,14,REVERT,4.63,0.463,-3.37,8,1,286.91,290.55,2.145,-2.154
2525,RWE.DE,NEE,INFRA,2025-09-08,2025-09-18,SHORT_A_LONG_B,35.82,68.8314,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.0682,3.0045,0.1854,2.6495,4,C,0.5417,8,REVERT,18.89,1.889,10.89,8,1,292.56,297.41,1.889,-0.388
2526,RWE.DE,NEE,INFRA,2025-10-01,2025-10-23,SHORT_A_LONG_B,39.07,77.6117,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.3323,4.1696,0.4085,4.5979,4,C,0.5417,16,REVERT,-23.2,-2.32,-31.2,8,1,290.01,297.84,-0.05,-4.848
2527,RWE.DE,NEE,INFRA,2025-10-29,2025-11-19,SHORT_A_LONG_B,42.36,80.6601,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.9997,5.5332,0.3421,6.0894,5,C,0.5833,15,REVERT,-30.33,-3.033,-38.33,8,1,296.36,304.78,-0.254,-10.067
2528,RWE.DE,NEE,INFRA,2025-12-19,2026-02-05,SHORT_A_LONG_B,44.58,79.0013,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,3.2127,6.5666,0.325,9.1773,5,C,0.5833,28,REVERT,-152.42,-15.242,-160.42,8,1,307.01,316.93,1.07,-19.829
2529,RWE.DE,NEE,INFRA,2026-02-13,2026-02-18,LONG_A_SHORT_B,49.95,93.1647,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,-3.0845,8.0632,-0.2248,9.1847,5,C,0.5833,2,REVERT,61.46,6.146,53.46,8,1,312.2,312.58,6.146,3.74
2530,RWE.DE,NEE,INFRA,2026-03-13,2026-03-23,SHORT_A_LONG_B,57.02,92.78,0.203883,0.0705,15.57,0.044518,0.253564,2.55491,0.9133,2.314,10.5519,0.1429,9.9638,4,C,0.5417,6,REVERT,30.87,3.087,22.87,8,1,319.66,324.09,3.087,-2.896
2531,ENEL.MI,NEE,INFRA,2025-05-21,2025-06-03,SHORT_A_LONG_B,7.6296,69.4739,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,2.2495,2.8011,0.4125,2.7758,-1,D,0.3333,8,REVERT,1.64,0.164,-6.36,8,1,6.15,10.9,0.164,-3.345
2532,ENEL.MI,NEE,INFRA,2025-07-15,2025-07-23,LONG_A_SHORT_B,7.4587,73.1296,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,-2.0529,2.1036,0.004,2.4539,-1,D,0.3333,6,REVERT,22.57,2.257,14.57,8,1,4.4,7.25,2.257,-0.497
2533,ENEL.MI,NEE,INFRA,2025-08-04,2025-08-07,SHORT_A_LONG_B,7.6619,69.0472,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,2.1429,2.9082,0.4248,2.5221,-1,D,0.3333,3,REVERT,25.07,2.507,17.07,8,1,6.48,8.79,2.507,0.515
2534,ENEL.MI,NEE,INFRA,2025-10-06,2025-10-10,LONG_A_SHORT_B,7.9936,81.0054,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,-2.3276,2.4826,-0.1448,2.6284,-1,D,0.3333,4,REVERT,9.5,0.95,1.5,8,1,7.86,7.86,0.95,-0.916
2535,ENEL.MI,NEE,INFRA,2025-10-28,2025-11-20,SHORT_A_LONG_B,8.4531,82.4457,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,2.1592,3.2277,-0.4843,3.3886,-1,D,0.3333,17,REVERT,-10.49,-1.049,-18.49,8,1,9.02,11.96,-0.407,-4.354
2536,ENEL.MI,NEE,INFRA,2025-12-30,2026-01-20,SHORT_A_LONG_B,8.6599,79.9846,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,2.0862,3.8067,0.0286,4.0479,-1,D,0.3333,12,REVERT,-15.8,-1.58,-23.8,8,1,9.19,13.29,-1.168,-5.601
2537,ENEL.MI,NEE,INFRA,2026-02-11,2026-03-04,SHORT_A_LONG_B,9.751,90.7413,0.437614,0.22,37.79,0.018342,0.196592,-0.004982,0.9587,2.0507,4.788,-0.1764,4.3593,-1,D,0.3333,14,REVERT,27.63,2.763,19.63,8,1,12.46,16.53,8.277,-3.934
2538,ENEL.MI,PWR,INFRA,2025-05-19,2025-06-03,SHORT_A_LONG_B,7.5663,344.3782,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,2.1508,2.2642,0.3485,2.2543,-1,D,0.3333,10,REVERT,0.66,0.066,-7.34,8,1,57.64,61.71,0.066,-2.23
2539,ENEL.MI,PWR,INFRA,2025-07-01,2025-07-03,SHORT_A_LONG_B,7.7816,372.0301,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,3.0417,2.4676,0.4024,2.1524,0,D,0.375,2,REVERT,18.09,1.809,10.09,8,1,58.2,60.56,1.809,0.574
2540,ENEL.MI,PWR,INFRA,2025-07-14,2025-07-22,LONG_A_SHORT_B,7.5144,386.7298,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,-2.0279,1.7105,-0.0529,1.8951,-1,D,0.3333,6,REVERT,10.6,1.06,2.6,8,1,56.59,56.81,1.06,-1.492
2541,ENEL.MI,PWR,INFRA,2025-08-13,2025-08-28,SHORT_A_LONG_B,7.7497,379.6947,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,2.3938,2.3196,0.2777,2.314,-1,D,0.3333,10,REVERT,0.34,0.034,-7.66,8,1,58.75,61.21,0.034,-2.402
2542,ENEL.MI,PWR,INFRA,2025-10-01,2025-11-13,SHORT_A_LONG_B,7.9497,420.4578,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,2.2085,2.3856,1.7318,3.9855,-1,D,0.3333,31,OVERTIME,-95.85,-9.585,-103.85,8,1,55.66,59.96,0.221,-9.585
2543,ENEL.MI,PWR,INFRA,2026-01-02,2026-01-20,SHORT_A_LONG_B,8.7799,439.5936,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,2.1796,3.9606,0.0506,4.0746,-1,D,0.3333,11,REVERT,-6.36,-0.636,-14.36,8,1,60.29,68.2,-0.636,-4.295
2544,ENEL.MI,PWR,INFRA,2026-02-04,2026-03-04,SHORT_A_LONG_B,9.529,464.4788,0.212951,0.1054,24.27,0.028558,0.216427,0.650538,0.9558,2.4646,5.1903,-0.4356,4.5109,-1,D,0.3333,19,REVERT,43.39,4.339,35.39,8,1,55.19,69.44,10.102,-2.463
2545,ENEL.MI,DUK,INFRA,2025-05-14,2025-06-05,SHORT_A_LONG_B,7.3114,108.614,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,2.21,4.5648,0.3997,4.6596,10,A,0.7917,15,REVERT,-2.72,-0.272,-10.72,8,1,-46.49,46.74,0.957,-1.832
2546,ENEL.MI,DUK,INFRA,2025-07-02,2025-07-07,SHORT_A_LONG_B,7.7419,114.085,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,2.15,5.1321,-0.1517,4.5866,10,A,0.7917,2,REVERT,15.66,1.566,7.66,8,1,-46.26,46.26,1.566,0.665
2547,ENEL.MI,DUK,INFRA,2025-07-10,2025-07-28,LONG_A_SHORT_B,7.5663,115.1668,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,-2.2232,4.0662,-0.2061,3.9545,10,A,0.7917,12,REVERT,-3.21,-0.321,-11.21,8,1,-46.79,47.02,0.15,-2.323
2548,ENEL.MI,DUK,INFRA,2025-08-01,2025-08-13,LONG_A_SHORT_B,7.5019,119.7863,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,-2.2045,2.639,-0.123,3.1161,10,A,0.7917,8,REVERT,14.11,1.411,6.11,8,1,-46.89,47.37,1.411,-1.17
2549,ENEL.MI,DUK,INFRA,2025-10-01,2025-10-07,SHORT_A_LONG_B,7.9497,120.3107,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,3.2719,4.5206,0.4034,3.8614,11,A,0.8333,4,REVERT,19.31,1.931,11.31,8,1,-46.29,46.29,1.931,-0.655
2550,ENEL.MI,DUK,INFRA,2025-10-28,2025-11-19,SHORT_A_LONG_B,8.4531,123.5153,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,3.0688,5.8902,-0.061,6.7018,11,A,0.8333,16,REVERT,-23.32,-2.332,-31.32,8,1,-43.73,44.48,-1.419,-4.863
2551,ENEL.MI,DUK,INFRA,2025-12-02,2025-12-22,SHORT_A_LONG_B,8.7341,118.6792,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,2.5231,8.1713,0.1458,8.0173,11,A,0.8333,14,REVERT,4.4,0.44,-3.6,8,1,-44.6,44.6,2.212,-1.06
2552,ENEL.MI,DUK,INFRA,2026-01-05,2026-01-20,SHORT_A_LONG_B,8.8433,115.8235,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,2.4119,9.3025,-0.024,9.0004,10,A,0.7917,10,REVERT,8.89,0.889,0.89,8,1,-43.04,43.04,0.889,-2.703
2553,ENEL.MI,DUK,INFRA,2026-02-13,2026-02-23,LONG_A_SHORT_B,9.306,128.2,0.830879,0.8048,6.79,0.102153,0.207233,-2.037399,0.8171,-2.7944,8.1476,0.0304,9.6755,11,A,0.8333,5,REVERT,45,4.5,37,8,1,-41.96,43.84,4.5,-2.564
2554,ENEL.MI,SO,INFRA,2025-05-14,2025-06-05,SHORT_A_LONG_B,7.3114,82.2119,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,2.1107,4.8054,0.4913,4.7095,11,A,0.8333,15,REVERT,3.23,0.323,-4.77,8,1,-39.13,39.13,1.542,-0.692
2555,ENEL.MI,SO,INFRA,2025-07-10,2025-07-30,LONG_A_SHORT_B,7.5663,91.0562,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,-3.1517,3.3567,-0.4341,2.9464,12,A,0.875,14,REVERT,-12.55,-1.255,-20.55,8,1,-39.63,40,0.143,-2.639
2556,ENEL.MI,SO,INFRA,2025-08-12,2025-08-29,SHORT_A_LONG_B,7.6502,91.7396,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,2.4711,3.5319,0.3712,3.9588,11,A,0.8333,12,REVERT,-12.92,-1.292,-20.92,8,1,-38.92,38.99,-0.625,-2.944
2557,ENEL.MI,SO,INFRA,2025-10-01,2025-10-07,SHORT_A_LONG_B,7.9497,93.2937,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,2.587,4.375,0.1849,4.02,12,A,0.875,4,REVERT,10.86,1.086,2.86,8,1,-38.74,38.74,1.086,-0.934
2558,ENEL.MI,SO,INFRA,2025-10-16,2025-11-18,SHORT_A_LONG_B,8.3302,96.866,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,2.1329,4.969,0.941,8.5834,11,A,0.8333,23,OVERTIME,-108.93,-10.893,-116.93,8,1,-37.12,37.77,-0.059,-11.881
2559,ENEL.MI,SO,INFRA,2026-01-05,2026-01-20,SHORT_A_LONG_B,8.8433,86.193,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,2.1764,9.889,0.0218,9.6763,11,A,0.8333,10,REVERT,6.58,0.658,-1.42,8,1,-34.6,34.6,0.658,-2.79
2560,ENEL.MI,SO,INFRA,2026-02-13,2026-02-23,LONG_A_SHORT_B,9.306,94.21,0.765084,0.7892,7.39,0.09383,0.208389,-1.529671,0.8291,-2.0563,9.3265,-0.1353,10.4362,11,A,0.8333,5,REVERT,34.46,3.446,26.46,8,1,-36.26,38.56,3.446,-4.432
2561,NEE,PWR,INFRA,2025-05-13,2025-05-29,SHORT_A_LONG_B,70.0274,343.2493,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,2.4232,-0.8844,-0.314,-1.5717,4,C,0.5417,11,REVERT,41.38,4.138,33.38,8,1,320.98,323.43,6.635,-3.948
2562,NEE,PWR,INFRA,2025-08-19,2025-08-27,SHORT_A_LONG_B,74.9015,379.0052,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,2.4633,-0.064,0.2752,-0.6463,4,C,0.5417,6,REVERT,35.27,3.527,27.27,8,1,316.26,320.71,3.527,0.274
2563,NEE,PWR,INFRA,2025-09-25,2025-10-23,SHORT_A_LONG_B,73.6457,400.1305,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,2.4414,-0.4876,0.4143,1.1033,4,C,0.5417,20,REVERT,-103.77,-10.377,-111.77,8,1,310.58,322.26,-0.533,-13.375
2564,NEE,PWR,INFRA,2025-10-31,2025-11-07,LONG_A_SHORT_B,80.3049,448.9248,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,-2.0772,0.6019,0.1842,1.1243,4,C,0.5417,5,REVERT,32.63,3.263,24.63,8,1,316.13,316.27,3.263,0.403
2565,NEE,PWR,INFRA,2025-12-05,2025-12-30,LONG_A_SHORT_B,82.567,460.4295,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,-2.0546,0.9835,-0.2283,0.6642,4,C,0.5417,16,REVERT,-19.58,-1.958,-27.58,8,1,304.41,314.76,-0.87,-4.1
2566,NEE,PWR,INFRA,2026-01-07,2026-01-09,LONG_A_SHORT_B,77.8392,436.8042,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,-2.7254,0.1707,-0.3713,0.5742,5,C,0.5833,2,REVERT,24.94,2.494,16.94,8,1,318.3,319.83,2.494,2.348
2567,NEE,PWR,INFRA,2026-01-16,2026-02-19,SHORT_A_LONG_B,83.0636,466.6583,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,2.1053,1.0439,0.4207,2.0583,4,C,0.5417,22,REVERT,-64.15,-6.415,-72.15,8,1,292.78,319.22,0.025,-10.082
2568,NEE,PWR,INFRA,2026-03-20,2026-03-26,LONG_A_SHORT_B,89.5,555.2809,0.1692,0.0642,17.21,0.040277,0.277468,3.31548,0.934,-2.1416,1.7781,-0.1001,2.1252,4,C,0.5417,4,REVERT,21.52,2.152,13.52,8,1,310.58,312.2,2.152,0.448
2569,NEE,DUK,INFRA,2025-05-12,2025-05-22,SHORT_A_LONG_B,67.6773,111.8881,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,2.7267,-1.125,-0.482,-1.7747,2,D,0.4583,8,REVERT,42.65,4.265,34.65,8,1,82.92,85.81,4.265,-7.012
2570,NEE,DUK,INFRA,2025-08-01,2025-08-14,LONG_A_SHORT_B,68.92,119.7863,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,-2.0075,-1.3417,-0.3218,-1.0341,1,D,0.4167,9,REVERT,20.87,2.087,12.87,8,1,81.4,81.43,2.087,-0.698
2571,NEE,DUK,INFRA,2025-08-19,2025-08-27,SHORT_A_LONG_B,74.9015,121.677,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,2.1092,-0.2092,0.2138,-0.7245,1,D,0.4167,6,REVERT,33.86,3.386,25.86,8,1,82.69,83.66,3.386,0.465
2572,NEE,DUK,INFRA,2025-09-24,2025-10-22,SHORT_A_LONG_B,72.8368,121.5394,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,2.1744,-0.6191,0.0866,0.7972,1,D,0.4167,20,REVERT,-101.15,-10.115,-109.15,8,1,84.85,87.51,-1.622,-14.25
2573,NEE,DUK,INFRA,2025-11-11,2025-11-21,SHORT_A_LONG_B,84.6063,121.5689,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,2.1578,1.6195,0.3518,1.3059,1,D,0.4167,8,REVERT,20.76,2.076,12.76,8,1,88.21,89.05,2.234,-0.062
2574,NEE,DUK,INFRA,2025-12-09,2025-12-10,LONG_A_SHORT_B,79.1006,114.2668,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,-2.2625,1.057,-0.2241,1.4376,1,D,0.4167,1,REVERT,25.62,2.562,17.62,8,1,89.8,89.8,2.562,2.562
2575,NEE,DUK,INFRA,2025-12-17,2026-01-02,LONG_A_SHORT_B,79.7462,116.4383,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,-2.0188,1.0437,-0.2408,1.1618,1,D,0.4167,10,REVERT,7.93,0.793,-0.07,8,1,88.41,88.44,0.793,-0.362
2576,NEE,DUK,INFRA,2026-01-07,2026-02-23,LONG_A_SHORT_B,77.8392,115.2088,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,-2.2947,0.7578,1.7286,2.7444,1,D,0.4167,31,OVERTIME,147.87,14.787,139.87,8,1,90.47,91.22,14.787,0.963
2577,NEE,DUK,INFRA,2026-02-24,2026-03-02,SHORT_A_LONG_B,95.032,128.46,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,2.3944,2.9623,-0.3945,2.4176,1,D,0.4167,4,REVERT,36.26,3.626,28.26,8,1,89.79,91.45,4.144,0.771
2578,NEE,DUK,INFRA,2026-03-06,2026-03-19,LONG_A_SHORT_B,91.02,132.5,0.479201,0.236,27.61,0.0251,0.237802,2.029336,0.9412,-2.0054,2.0953,0.245,2.4728,1,D,0.4167,9,REVERT,25.25,2.525,17.25,8,1,89.21,89.81,2.525,0.567
2580,NEE,SO,INFRA,2025-05-12,2025-05-29,SHORT_A_LONG_B,67.6773,84.9907,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,2.7129,-0.9994,-0.172,-1.3144,5,C,0.5833,12,REVERT,21.03,2.103,13.03,8,1,63.69,68.48,5.103,-7.23
2581,NEE,SO,INFRA,2025-06-30,2025-07-01,LONG_A_SHORT_B,67.9606,89.66,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,-2.1378,-1.3879,0.0768,-0.6635,4,C,0.5417,1,REVERT,49.56,4.956,41.56,8,1,65.61,65.61,4.956,4.956
2582,NEE,SO,INFRA,2025-08-18,2025-08-27,SHORT_A_LONG_B,74.1281,91.3746,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,2.1091,-0.2431,0.3644,-0.6496,4,C,0.5417,7,REVERT,26.77,2.677,18.77,8,1,65.35,66.38,2.677,-0.239
2583,NEE,SO,INFRA,2025-09-25,2025-10-22,SHORT_A_LONG_B,73.6457,92.2013,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,2.6516,-0.4172,0.285,0.8117,5,C,0.5833,19,REVERT,-86.99,-8.699,-94.99,8,1,67.49,69.83,-0.478,-11.307
2584,NEE,SO,INFRA,2025-11-07,2025-12-04,SHORT_A_LONG_B,82.8009,89.9871,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,2.2158,1.5477,0.3893,1.871,4,C,0.5417,18,REVERT,-21.13,-2.113,-29.13,8,1,71.83,72.23,-0.237,-3.582
2585,NEE,SO,INFRA,2025-12-08,2025-12-10,LONG_A_SHORT_B,80.0045,84.8932,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,-2.0865,1.5234,-0.0033,1.8043,4,C,0.5417,2,REVERT,18.66,1.866,10.66,8,1,71.33,71.56,1.866,-1.084
2586,NEE,SO,INFRA,2025-12-17,2026-01-02,LONG_A_SHORT_B,79.7462,86.3517,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,-2.3052,1.3311,-0.3559,1.4358,4,C,0.5417,10,REVERT,7,0.7,-1,8,1,70.78,71.42,0.7,-0.354
2587,NEE,SO,INFRA,2026-01-07,2026-02-19,LONG_A_SHORT_B,77.8392,85.5976,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,-2.0685,1.0416,-0.2885,2.5071,4,C,0.5417,29,REVERT,107.29,10.729,99.29,8,1,67.73,73.32,14.096,0.81
2588,NEE,SO,INFRA,2026-03-05,2026-03-13,LONG_A_SHORT_B,91.13,97.2,0.561818,0.3612,30.66,0.022609,0.224765,1.785395,0.9375,-2.0044,2.3366,-0.4527,2.5361,4,C,0.5417,6,REVERT,13.42,1.342,5.42,8,1,71.73,72.33,1.342,-0.283
2590,PWR,DUK,INFRA,2025-06-26,2025-08-11,SHORT_A_LONG_B,379.1048,113.2956,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.061,2.6099,-1.5605,2.4559,1,D,0.4167,31,OVERTIME,16.96,1.696,8.96,8,1,216.25,230.61,2.696,-9.988
2591,PWR,DUK,INFRA,2025-09-10,2025-09-16,SHORT_A_LONG_B,389.8976,119.2883,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.9272,2.6979,0.1788,2.4299,2,D,0.4583,4,REVERT,27.24,2.724,19.24,8,1,227.83,228.47,2.724,0.366
2592,PWR,DUK,INFRA,2025-09-18,2025-10-10,SHORT_A_LONG_B,390.3773,118.3446,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.1987,2.7381,0.3644,3.1951,1,D,0.4167,16,REVERT,-49,-4.9,-57,8,1,225.08,231.06,1.115,-12.064
2593,PWR,DUK,INFRA,2025-10-29,2025-11-04,SHORT_A_LONG_B,448.4849,122.1784,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.0181,3.967,0.4396,3.7615,1,D,0.4167,4,REVERT,20.99,2.099,12.99,8,1,234.27,235.34,2.099,-0.873
2594,PWR,DUK,INFRA,2025-12-17,2026-01-02,LONG_A_SHORT_B,414.0607,116.4383,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,-2.1917,3.3657,-0.0972,3.9443,1,D,0.4167,10,REVERT,61.63,6.163,53.63,8,1,235.15,235.44,6.163,1.667
2595,PWR,DUK,INFRA,2026-01-16,2026-02-04,SHORT_A_LONG_B,466.6583,118.2132,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.8459,4.4688,0.0383,4.3353,2,D,0.4583,12,REVERT,13.9,1.39,5.9,8,1,235.1,239.81,1.39,-3.925
2596,PWR,DUK,INFRA,2026-02-09,2026-03-05,SHORT_A_LONG_B,514.4589,120.6921,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,2.1316,5.3384,0.143,5.6606,1,D,0.4167,17,REVERT,-34.06,-3.406,-42.06,8,1,239.65,243,1.342,-8.057
2597,PWR,DUK,INFRA,2026-03-30,2026-04-01,LONG_A_SHORT_B,533.6752,131.71,0.368084,0.0621,20.57,0.033691,0.425928,3.927012,0.9319,-2.3303,5.382,-0.1205,5.87,1,D,0.4167,2,REVERT,51.61,5.161,43.61,8,1,242.22,242.22,5.161,3.07
2598,PWR,SO,INFRA,2025-06-26,2025-08-01,SHORT_A_LONG_B,379.1048,88.2149,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.0387,2.5756,-0.324,2.7799,4,C,0.5417,25,REVERT,-21.31,-2.131,-29.31,8,1,218.07,223.39,2.721,-8.961
2599,PWR,SO,INFRA,2025-09-10,2025-09-16,SHORT_A_LONG_B,389.8976,90.1051,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.9496,2.7673,0.1011,2.4732,5,C,0.5833,4,REVERT,29.71,2.971,21.71,8,1,222.33,223.16,2.971,0.382
2600,PWR,SO,INFRA,2025-09-18,2025-10-10,SHORT_A_LONG_B,390.3773,89.9969,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.0518,2.7839,0.246,3.158,4,C,0.5417,16,REVERT,-39.65,-3.965,-47.65,8,1,217.1,224.39,1.27,-11.495
2601,PWR,SO,INFRA,2025-10-29,2025-11-18,SHORT_A_LONG_B,448.4849,92.0242,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.112,4.0496,0.1207,3.9299,4,C,0.5417,14,REVERT,12.17,1.217,4.17,8,1,227.19,229.29,3.938,-1.95
2602,PWR,SO,INFRA,2025-12-17,2026-01-02,LONG_A_SHORT_B,414.0607,86.3517,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,-2.3473,3.5171,-0.1256,4.0933,4,C,0.5417,10,REVERT,60.98,6.098,52.98,8,1,228.66,230.48,6.098,1.618
2603,PWR,SO,INFRA,2026-01-16,2026-02-04,SHORT_A_LONG_B,466.6583,88.2072,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.8131,4.5999,0.0608,4.4945,5,C,0.5833,12,REVERT,10.86,1.086,2.86,8,1,230.96,235.67,1.086,-4.133
2604,PWR,SO,INFRA,2026-02-09,2026-03-05,SHORT_A_LONG_B,514.4589,88.6834,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,2.1533,5.5291,0.1253,5.8103,4,C,0.5417,17,REVERT,-29.33,-2.933,-37.33,8,1,231.81,239.2,1.356,-7.475
2605,PWR,SO,INFRA,2026-03-30,2026-04-01,LONG_A_SHORT_B,533.6752,96.93,0.396027,0.0801,19.78,0.03505,0.431481,3.899291,0.9288,-2.3227,5.5433,-0.169,6.0121,4,C,0.5417,2,REVERT,49.31,4.931,41.31,8,1,237.94,237.94,4.931,3.023
2606,DUK,SO,INFRA,2025-05-12,2025-05-30,LONG_A_SHORT_B,111.8881,84.9907,0.922846,0.9482,8.13,0.085275,0.099849,0.601012,0.8506,-2.184,1.0969,-0.3814,0.7218,11,A,0.8333,13,REVERT,-5.92,-0.592,-13.92,8,1,13.11,14.47,0.498,-1.829
2607,DUK,SO,INFRA,2025-06-25,2025-07-31,LONG_A_SHORT_B,113.0032,88.2637,0.922846,0.9482,8.13,0.085275,0.099849,0.601012,0.8506,-2.1491,-0.5416,2.4528,-0.0709,11,A,0.8333,25,OVERTIME,7.42,0.742,-0.58,8,0,13.41,13.73,0.742,-2.558
