tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct,peakPnlDay,zAtDay3,zAtDay5,zAtDay10,zVelocityFirst3d,zVelocityLast3d,pnlAtDay3,pnlAtDay5,pnlAtDay10,betaDriftDay3,betaDriftDay5,betaDriftDay10,hadPositiveWindow,peakToExitDrop,spreadAtEntry,spreadAtExit,spreadChange
61,LMT,MTX.DE,DEFENSE,2025-08-20,2025-09-19,SHORT_A_LONG_B,437.1297,379.6,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,2.0333,-1.4428,1.1837,-0.6766,-2,D,0.2917,21,OVERTIME,-74.98,-7.498,-82.98,8,1,693.24,695.11,0.019,-7.89,2,1.4948,1.7001,1.6364,0.1198,0.1060,-0.309,-1.842,-3.544,688.44,690.48,689.53,1,7.517,5.32800096,5.40095118,0.07295022
62,LMT,MTX.DE,DEFENSE,2025-10-06,2025-10-14,SHORT_A_LONG_B,507.6896,392.5,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,2.1059,0.0843,0.7982,-0.0788,-2,D,0.2917,6,TRAIL,15.39,1.539,7.39,8,1,697.22,704.16,1.953,-0.009,5,1.0869,0.704,,0.2201,0.0523,1.46,1.953,,698.46,696.42,,0,0.414,5.47340846,5.45787958,-0.01552888
63,LMT,MTX.DE,DEFENSE,2025-11-05,2025-11-17,LONG_A_SHORT_B,467.1131,368.3,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,-2.0771,-0.7058,-0.1965,-0.7158,-2,D,0.2917,8,REVERT,-1,-0.1,-9,8,1,698.01,701.86,-0.1,-4.471,8,-2.5886,-1.6387,,-0.1576,0.4435,-4.471,-3.293,,693.59,695.14,,0,0.000,5.39817002,5.39722289,-0.00094713
64,LMT,MTX.DE,DEFENSE,2026-01-05,2026-01-08,SHORT_A_LONG_B,508.8881,373.1,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,2.0789,0.1765,1.8306,0.2543,-2,D,0.2917,3,TRAIL,-7.35,-0.735,-15.35,8,1,695.44,709.83,3.614,-1.707,2,1.8306,,,0.1377,0.1377,-0.735,,,695.44,,,1,4.349,5.48218664,5.48959118,0.00740454
65,LMT,MTX.DE,DEFENSE,2026-01-09,2026-02-10,SHORT_A_LONG_B,540.0737,383.8,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,2.6947,0.7636,1.1117,2.3185,-1,D,0.3333,21,OVERTIME,-159.58,-15.958,-167.58,8,1,731.09,732.75,-1.605,-17.487,1,2.2931,1.8641,1.074,0.0651,0.0031,-5.446,-7.159,-7.515,719.46,721.6,724.38,0,14.353,5.53808294,5.68614213,0.14805919
66,LMT,MTX.DE,DEFENSE,2026-03-02,2026-03-06,SHORT_A_LONG_B,676.7,355.8,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,2.2206,3.2328,1.5798,3.1741,-2,D,0.2917,4,TRAIL,5.58,0.558,-2.42,8,1,751.62,755.63,2.94,0.558,3,0.8287,,,0.2708,-0.1113,2.94,,,749.42,,,0,2.382,5.77319994,5.76760824,-0.00559170
67,LMT,MTX.DE,DEFENSE,2026-03-23,2026-03-27,LONG_A_SHORT_B,616.25,311.2,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,-2.067,2.4282,-1.2809,2.4838,-2,D,0.2917,4,TRAIL,5.15,0.515,-2.85,8,1,753.17,758.72,1.863,-1.019,3,-0.8322,,,0.4351,-0.0207,1.863,,,756.76,,,0,1.348,5.6965881,5.7018806,0.00529250
68,LMT,MTX.DE,DEFENSE,2026-03-30,2026-04-07,LONG_A_SHORT_B,598.57,298.4,0.126657,0.036,60.52,0.011454,0.228772,5.465378,0.9785,-2.1758,2.1784,-0.0419,2.6139,-2,D,0.2917,4,REVERT,42.47,4.247,34.47,8,1,755.57,758.36,4.247,0.48,4,-0.513,,,0.4143,0.3196,3.287,,,754.33,,,0,0.000,5.67279857,5.71426727,0.04146870
69,RTX,NOC,DEFENSE,2025-05-14,2025-05-27,SHORT_A_LONG_B,128.6188,449.0834,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.0906,2.3245,0.8258,2.21,-1,D,0.3333,8,TRAIL,7.35,0.735,-0.65,8,1,-13.12,13.22,1.342,-1.919,7,1.9141,1.1825,,0.0356,0.0479,-1.919,0.361,,-12.75,-13.05,,0,0.607,-0.75077438,-0.75781242,-0.00703804
70,RTX,NOC,DEFENSE,2025-06-11,2025-06-12,SHORT_A_LONG_B,140.1668,483.0366,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.1271,2.6346,-0.129,2.2763,-1,D,0.3333,1,REVERT,22.15,2.215,14.15,8,1,-12.91,12.91,2.215,2.215,1,,,,,,,,,,,,0,0.000,-0.73171583,-0.75374061,-0.02202478
71,RTX,NOC,DEFENSE,2025-06-16,2025-06-26,SHORT_A_LONG_B,144.7629,491.996,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.8687,2.885,0.3118,2.5748,0,D,0.375,7,REVERT,18.75,1.875,10.75,8,1,-12.57,12.57,1.875,-0.189,7,1.8092,1.1304,,0.2500,0.2729,-0.09,0.652,,-12.23,-12.37,,0,0.000,-0.71632635,-0.7353929,-0.01906655
72,RTX,NOC,DEFENSE,2025-07-21,2025-07-22,SHORT_A_LONG_B,149.8038,509.5686,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.1382,2.9176,-3.9333,1.3153,-1,D,0.3333,1,DIVERGE,102.19,10.219,94.19,8,0,-13.66,13.66,10.219,10.219,1,,,,,,,,,,,,0,0.000,-0.71432041,-0.81280923,-0.09848882
73,RTX,NOC,DEFENSE,2025-08-27,2025-09-02,SHORT_A_LONG_B,158.6837,580.0968,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.5376,1.918,0.4539,1.6032,0,D,0.375,3,REVERT,19.32,1.932,11.32,8,1,-13.28,13.28,1.932,-0.311,3,0.4539,,,0.7235,0.7235,1.932,,,-13.28,,,0,0.000,-0.77576072,-0.79510969,-0.01934897
74,RTX,NOC,DEFENSE,2025-10-08,2025-10-17,LONG_A_SHORT_B,167.3505,633.3463,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,-3.1372,1.4712,-0.368,1.4663,0,D,0.375,7,REVERT,-0.46,-0.046,-8.46,8,1,-13.68,13.9,-0.046,-4.367,7,-2.0295,-1.413,,0.5503,0.3483,-3.021,-2.687,,-13.8,-13.88,,0,0.000,-0.80322123,-0.80352495,-0.00030372
75,RTX,NOC,DEFENSE,2025-10-21,2025-11-18,SHORT_A_LONG_B,171.7882,595.0248,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.1553,2.8294,0.1625,3.8218,-1,D,0.3333,20,REVERT,-59.64,-5.964,-67.64,8,1,-11.48,11.6,-2.288,-9.033,3,1.6903,1.5696,1.0259,0.2682,0.2430,-2.288,-3.912,-4.888,-11.6,-11.49,-11.45,0,3.676,-0.71974108,-0.65874284,0.06099824
76,RTX,NOC,DEFENSE,2025-12-11,2026-01-06,SHORT_A_LONG_B,176.8327,558.252,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.0222,4.2532,-0.8206,4.1105,-1,D,0.3333,16,TRAIL,9.75,0.975,1.75,8,1,-11.18,11.31,2.298,-1.703,15,1.6412,1.6798,1.395,-0.1313,0.0397,0.008,-0.576,-1.527,-10.55,-10.52,-10.26,0,1.323,-0.63222513,-0.64099631,-0.00877118
77,RTX,NOC,DEFENSE,2026-01-09,2026-01-14,LONG_A_SHORT_B,187.876,616.8444,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,-2.6685,3.7479,-1.8363,3.8103,0,D,0.375,3,TRAIL,3.93,0.393,-4.07,8,1,-10.99,10.99,1.969,0.393,2,-1.8363,,,-0.1055,-0.1055,0.393,,,-10.99,,,0,1.576,-0.66328892,-0.65944801,0.00384091
78,RTX,NOC,DEFENSE,2026-01-20,2026-02-11,LONG_A_SHORT_B,195.71,655.2015,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,-2.0934,3.5113,-0.3243,3.0423,-1,D,0.3333,16,REVERT,-29.31,-2.931,-37.31,8,1,-11.97,12.16,-0.378,-6.066,1,-2.0104,-1.0193,-1.1809,-0.0236,0.4013,-2.405,-0.489,-3.024,-11.52,-11.13,-11.73,0,2.553,-0.67782845,-0.70665858,-0.02883013
79,RTX,NOC,DEFENSE,2026-02-24,2026-03-02,LONG_A_SHORT_B,198.46,727.73,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,-2.3179,2.17,-0.9962,2.451,-1,D,0.3333,4,TRAIL,18.2,1.82,10.2,8,1,-11.82,12.04,2.519,1.705,3,-0.6493,,,0.1941,0.0562,2.519,,,-11.83,,,0,0.699,-0.76027366,-0.74299831,0.01727535
80,RTX,NOC,DEFENSE,2026-03-23,2026-03-31,SHORT_A_LONG_B,194.82,680,0.918198,0.4309,36.16,0.019167,0.191039,-0.893652,0.9693,2.0112,2.8822,0.6019,2.6719,-1,D,0.3333,6,TRAIL,12.88,1.288,4.88,8,1,-11.84,12.16,2.801,0.713,5,-0.7207,-0.917,,0.1854,-0.0064,2.63,2.801,,-12.1,-12.16,,0,1.513,-0.71649711,-0.72942099,-0.01292388
82,RTX,LHX,DEFENSE,2025-06-13,2025-06-24,SHORT_A_LONG_B,144.0019,253.9149,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.333,1.7092,0.293,1.4641,-3,D,0.25,6,REVERT,20.11,2.011,12.11,8,1,465.21,467.38,2.011,-2.285,6,1.4944,1.1412,,0.2659,0.3896,-0.617,-0.438,,466.72,465.5,,0,0.000,4.10994218,4.08960888,-0.02033330
83,RTX,LHX,DEFENSE,2025-07-17,2025-07-23,SHORT_A_LONG_B,149.7445,262.333,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.1743,2.1196,2.6203,2.4816,-3,D,0.25,4,TRAIL,-30.55,-3.055,-38.55,8,0,467.39,467.39,1.474,-3.055,3,0.7278,,,0.3900,-0.2890,1.474,,,462.78,,,1,4.529,4.1439815,4.17401414,0.03003264
84,RTX,LHX,DEFENSE,2025-07-25,2025-08-06,SHORT_A_LONG_B,155.0622,266.0579,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.1344,2.5138,0.478,2.3746,-3,D,0.25,8,REVERT,11.59,1.159,3.59,8,1,462.14,466.03,1.159,-0.69,8,1.6932,0.9803,,-0.0106,0.1810,-0.69,0.563,,465.95,462.77,,0,0.000,4.17668756,4.16513618,-0.01155138
85,RTX,LHX,DEFENSE,2025-08-26,2025-09-05,SHORT_A_LONG_B,158.4156,274.3376,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.8805,2.7144,0.4872,2.5861,-2,D,0.2917,7,REVERT,10.57,1.057,2.57,8,1,465.81,467.05,1.057,-0.718,7,1.2134,0.9963,,0.4772,0.1697,0.606,0.66,,465.68,466.16,,0,0.000,4.19332436,4.18268582,-0.01063854
86,RTX,LHX,DEFENSE,2025-09-09,2025-09-11,LONG_A_SHORT_B,150.6522,268.6516,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,-2.1443,2.1479,0.1979,2.5403,-3,D,0.25,2,REVERT,33.19,3.319,25.19,8,1,463.4,463.4,3.319,1.859,2,,,,,0.2966,,,,,,,0,0.000,4.14632852,4.17888243,0.03255391
87,RTX,LHX,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,303.0878,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.3368,3.1002,-0.2782,2.7681,-3,D,0.25,7,REVERT,27.11,2.711,19.11,8,1,460.85,463.78,2.711,-1.362,7,1.5024,1.7558,,0.1823,0.4925,0.04,-1.362,,463.56,463.54,,0,0.000,4.22533203,4.19778112,-0.02755091
88,RTX,LHX,DEFENSE,2025-10-21,2025-11-12,SHORT_A_LONG_B,171.7882,290.0775,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.2556,3.5869,0.3533,3.8564,-3,D,0.25,16,REVERT,-22.65,-2.265,-30.65,8,1,462.29,474,-0.831,-3.647,11,1.8302,1.4823,0.6771,0.2526,0.1201,-3.194,-3.515,-1.548,472.8,473.69,466.72,0,1.434,4.2657004,4.28805607,0.02235567
89,RTX,LHX,DEFENSE,2025-11-21,2025-11-24,LONG_A_SHORT_B,169.1183,276.8158,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,-2.379,3.4856,-0.3768,3.75,-3,D,0.25,1,REVERT,22.13,2.213,14.13,8,1,475.66,475.66,2.213,2.213,1,,,,,,,,,,,,0,0.000,4.25730381,4.27923072,0.02192691
90,RTX,LHX,DEFENSE,2025-12-01,2025-12-09,LONG_A_SHORT_B,167.4638,271.3747,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,-2.5026,3.4043,-0.0943,3.6472,-2,D,0.2917,6,REVERT,20.39,2.039,12.39,8,1,472.21,473.29,2.039,-0.053,6,-0.7161,-0.5383,,0.3858,0.1889,1.491,1.551,,472.04,471.66,,0,0.000,4.25055557,4.27070633,0.02015076
91,RTX,LHX,DEFENSE,2025-12-12,2026-01-07,SHORT_A_LONG_B,178.0686,285.9539,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.2233,4.0465,0.4609,4.3711,-3,D,0.25,16,REVERT,-27.23,-2.723,-35.23,8,1,468.4,476.81,0.372,-5.082,3,1.125,1.7841,1.076,0.5242,0.2422,0.372,-1.848,-2.738,476.79,476.62,474.65,1,3.095,4.30383029,4.33076098,0.02693069
92,RTX,LHX,DEFENSE,2026-01-14,2026-01-21,SHORT_A_LONG_B,198.1817,341.6599,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.5567,5.0034,1.1241,4.895,-2,D,0.2917,4,TRAIL,8.99,0.899,0.99,8,1,467.82,471.18,1.224,-1.385,3,1.087,,,0.4200,0.3975,1.224,,,469.4,,,0,0.325,4.3832055,4.37421305,-0.00899245
93,RTX,LHX,DEFENSE,2026-03-02,2026-03-04,SHORT_A_LONG_B,212.16,377.1662,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,2.5153,5.6399,1.5991,5.4973,-2,D,0.2917,2,TRAIL,11.75,1.175,3.75,8,1,468.75,468.75,2.228,1.175,1,,,,,-0.2026,,,,,,,0,1.053,4.43600737,4.42418394,-0.01182343
94,RTX,LHX,DEFENSE,2026-03-27,2026-04-06,LONG_A_SHORT_B,189.71,343,0.155298,0.0124,53.28,0.013009,0.212415,3.968153,0.9781,-2.0871,4.4694,-0.1165,4.926,-3,D,0.25,5,REVERT,38.74,3.874,30.74,8,1,465.56,466.67,3.874,-1.21,5,-0.8243,-0.1165,,0.4428,0.2359,2.147,3.874,,464.93,465.56,,0,0.000,4.33890965,4.37678515,0.03787550
95,RTX,LDOS,DEFENSE,2025-06-13,2025-06-24,SHORT_A_LONG_B,144.0019,147.7337,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.1842,1.9271,0.1034,1.5703,-3,D,0.25,6,REVERT,30.53,3.053,22.53,8,1,430.79,440.4,3.053,-1.839,6,1.3843,1.0509,,0.2138,0.4251,-0.173,0.147,,439.86,437.04,,0,0.000,4.07647483,4.04564035,-0.03083448
96,RTX,LDOS,DEFENSE,2025-07-17,2025-07-23,SHORT_A_LONG_B,149.7445,161.5874,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.0689,2.194,2.5609,2.5537,-3,D,0.25,4,TRAIL,-31.62,-3.162,-39.62,8,0,437.58,437.58,1.381,-3.162,3,0.8635,,,0.3282,-0.2541,1.381,,,433.03,,,1,4.543,4.09954941,4.130642,0.03109259
97,RTX,LDOS,DEFENSE,2025-07-25,2025-08-05,SHORT_A_LONG_B,155.0622,162.1237,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.0485,2.5909,0.3907,2.4309,-3,D,0.25,7,REVERT,14.12,1.412,6.12,8,1,407.36,439.63,1.412,-1.21,7,1.733,1.1877,,-0.0063,0.2657,-1.21,-0.399,,439.41,439.58,,0,0.000,4.13385253,4.12002847,-0.01382406
98,RTX,LDOS,DEFENSE,2025-09-09,2025-09-11,LONG_A_SHORT_B,150.6522,177.7948,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,-2.1537,2.0662,0.1272,2.4381,-3,D,0.25,2,REVERT,32.79,3.279,24.79,8,1,425.52,426.93,3.279,2.008,2,,,,,0.2924,,,,,,,0,0.000,4.08849898,4.12065008,0.03215110
99,RTX,LDOS,DEFENSE,2025-09-26,2025-10-09,SHORT_A_LONG_B,162.1683,184.0247,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.144,2.8471,-0.3368,2.664,-3,D,0.25,9,REVERT,16.01,1.601,8.01,8,1,423.99,430.47,1.601,-2.454,9,1.9461,1.2793,,-0.0104,0.4213,-1.706,-0.944,,428.46,424.57,,0,0.000,4.1560008,4.14017458,-0.01582622
100,RTX,LDOS,DEFENSE,2025-10-21,2025-11-05,SHORT_A_LONG_B,171.7882,192.2456,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.1707,3.4234,0.3939,3.4671,-3,D,0.25,11,REVERT,-3.78,-0.378,-11.78,8,1,421.88,436.83,-0.378,-3.958,11,1.8645,1.4946,0.5252,0.2520,0.1452,-3.538,-3.749,-0.894,435.99,436.69,421.83,0,0.000,4.20581253,4.20958551,0.00377298
101,RTX,LDOS,DEFENSE,2025-11-21,2025-11-25,LONG_A_SHORT_B,169.1183,185.6072,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,-2.2606,3.3149,-1.3466,3.4272,-3,D,0.25,2,TRAIL,9.75,0.975,1.75,8,1,429.89,435.28,2.05,0.975,1,,,,,-0.4002,,,,,,,0,1.075,4.19643309,4.20614412,0.00971103
102,RTX,LDOS,DEFENSE,2025-12-01,2025-12-08,LONG_A_SHORT_B,167.4638,187.528,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,-2.6324,3.1799,-0.2656,3.4494,-2,D,0.2917,5,REVERT,23.49,2.349,15.49,8,1,430.47,432.49,2.349,0.254,5,-0.8746,-0.2656,,0.3256,0.2030,1.578,2.349,,430.65,430.47,,0,0.000,4.18476069,4.20805499,0.02329430
103,RTX,LDOS,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,189.628,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.042,3.7866,0.364,4.2465,-3,D,0.25,17,REVERT,-40.71,-4.071,-48.71,8,1,418.31,440.69,-0.698,-6.62,4,1.9945,1.3446,1.3344,0.0599,0.2401,-2.161,-1.328,-4.767,436.97,437.03,439.6,0,3.373,4.23720586,4.27695665,0.03975079
104,RTX,LDOS,DEFENSE,2026-01-12,2026-02-04,SHORT_A_LONG_B,193.2083,195.1162,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.2167,4.7522,0.1406,5.0006,-3,D,0.25,16,REVERT,-21.45,-2.145,-29.45,8,1,440.44,442.16,-0.086,-5.509,1,2.2841,1.2882,1.6695,-0.0905,0.3315,-3.29,-1.723,-4.605,441.2,441.64,441.16,0,2.059,4.32066846,4.34213596,0.02146750
105,RTX,LDOS,DEFENSE,2026-02-12,2026-02-17,SHORT_A_LONG_B,200.4741,171.016,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.0352,5.4521,2.5924,5.7103,-3,D,0.25,2,TRAIL,-22.07,-2.207,-30.07,8,0,426.56,455.69,1.044,-2.207,1,,,,,-0.6774,,,,,,,1,3.251,4.38116216,4.40347524,0.02231308
106,RTX,LDOS,DEFENSE,2026-03-02,2026-03-04,SHORT_A_LONG_B,212.16,178.9563,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,2.2243,6.0137,1.4393,5.8615,-3,D,0.25,2,TRAIL,13.05,1.305,5.05,8,1,456.56,456.9,2.783,1.305,1,,,,,-0.1991,,,,,,,0,1.478,4.42970132,4.41654522,-0.01315610
107,RTX,LDOS,DEFENSE,2026-03-27,2026-04-02,LONG_A_SHORT_B,189.71,155.53,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,-2.1061,5.01,-0.3695,5.3564,-3,D,0.25,4,REVERT,30.48,3.048,22.48,8,1,464.9,466.27,3.048,-1.195,4,-0.5844,,,0.5448,0.2093,2.586,,,466.27,,,0,0.000,4.34294823,4.37289363,0.02994540
108,RTX,RHM.DE,DEFENSE,2025-06-09,2025-06-25,SHORT_A_LONG_B,139.3464,1788,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.2141,-0.1322,0.2282,0.0007,-4,D,0.2083,11,REVERT,-8.15,-0.815,-16.15,8,1,243.03,246.85,0.508,-5.952,1,1.5749,2.1487,0.5505,0.0440,0.3173,-0.425,-4.184,-1.7,243.76,245.85,245.26,1,1.323,3.51497442,3.52319325,0.00821883
109,RTX,RHM.DE,DEFENSE,2025-07-17,2025-08-06,SHORT_A_LONG_B,149.7445,1841,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.1602,0.9418,0.4887,1.4866,-4,D,0.2083,14,REVERT,-33.98,-3.398,-41.98,8,1,246.85,251,0.641,-5.674,3,1.1703,2.1256,1.383,0.2428,0.1759,0.641,-3.44,-5.095,247.14,249.88,249.83,1,4.039,3.58139526,3.61508697,0.03369171
110,RTX,RHM.DE,DEFENSE,2025-08-20,2025-08-26,SHORT_A_LONG_B,155.4572,1557.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.6625,2.0607,2.6792,2.2155,-3,D,0.25,4,TRAIL,-9.52,-0.952,-17.52,8,0,255.03,255.16,1.332,-0.952,3,0.6651,,,0.2860,-0.5207,1.332,,,253.71,,,1,2.284,3.65058822,3.66016122,0.00957300
111,RTX,RHM.DE,DEFENSE,2025-08-27,2025-09-02,SHORT_A_LONG_B,158.6837,1635.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.3177,2.2429,-0.0775,1.8506,-4,D,0.2083,3,REVERT,24.63,2.463,16.63,8,1,248.43,256.24,2.463,-0.49,3,-0.0775,,,0.7178,0.7178,2.463,,,248.43,,,0,0.000,3.66185176,3.63759654,-0.02425522
112,RTX,RHM.DE,DEFENSE,2025-09-08,2025-09-12,LONG_A_SHORT_B,153.1043,1791,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,-2.3855,1.3852,-1.4475,1.3795,-4,D,0.2083,4,TRAIL,-0.62,-0.062,-8.62,8,1,246.09,249.75,1.275,-1.474,3,-0.8325,,,0.6099,-0.0628,1.275,,,247.6,,,1,1.337,3.60881257,3.60845853,-0.00035404
113,RTX,RHM.DE,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,1988.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.5208,2.3833,0.1041,2.0427,-3,D,0.25,7,REVERT,20.85,2.085,12.85,8,1,248.94,251.21,2.085,-2.152,7,1.5984,2.0616,,0.2124,0.6525,0.2,-2.152,,250.03,251.21,,0,0.000,3.67053762,3.64947655,-0.02106107
114,RTX,RHM.DE,DEFENSE,2025-10-21,2025-11-12,SHORT_A_LONG_B,171.7882,1780.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.6447,3.2652,0.4459,3.7558,-3,D,0.25,16,REVERT,-30.66,-3.066,-38.66,8,1,256.19,261.06,-1.339,-4.106,11,1.9431,1.5131,0.7189,0.2901,0.0763,-3.418,-3.632,-2.034,260.2,260.35,257.33,0,1.727,3.72507159,3.7554136,0.03034201
115,RTX,RHM.DE,DEFENSE,2025-11-28,2025-12-04,SHORT_A_LONG_B,174.331,1480.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.0125,4.0693,-0.2894,3.612,-4,D,0.2083,4,REVERT,28.21,2.821,20.21,8,1,262.86,265.53,4.187,2.821,3,-1.4182,,,-0.1188,0.2549,4.187,,,262.45,,,0,1.366,3.77480079,3.74652219,-0.02827860
116,RTX,RHM.DE,DEFENSE,2025-12-12,2026-01-07,SHORT_A_LONG_B,178.0686,1616,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.0136,4.1434,0.1245,4.3975,-4,D,0.2083,13,REVERT,-15.01,-1.501,-23.01,8,1,250.01,267.71,-0.229,-5.108,3,1.1036,1.7872,1.4356,0.5529,0.2880,-0.229,-2.539,-4.972,265.43,265.92,265.83,0,1.272,3.77938512,3.79510008,0.01571496
117,RTX,RHM.DE,DEFENSE,2026-01-14,2026-01-21,SHORT_A_LONG_B,198.1817,1899,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.1806,5.3784,1.2404,5.3436,-4,D,0.2083,4,TRAIL,2.19,0.219,-5.81,8,1,263.86,265.1,1.347,-1.519,3,0.8944,,,0.3899,0.3257,1.347,,,263.3,,,0,1.128,3.85575931,3.85360238,-0.00215693
118,RTX,RHM.DE,DEFENSE,2026-02-12,2026-02-26,SHORT_A_LONG_B,200.4741,1579.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,2.1035,6.1301,-0.6033,5.7206,-4,D,0.2083,9,TRAIL,25.55,2.555,17.55,8,1,266.93,273.7,3.474,-0.789,8,1.6728,1.312,,-0.1008,0.0197,-0.448,-0.288,,270.4,268.21,,0,0.919,3.90223967,3.87691753,-0.02532214
119,RTX,RHM.DE,DEFENSE,2026-03-02,2026-03-06,SHORT_A_LONG_B,212.16,1627.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,3.0767,6.9543,1.7434,6.8371,-3,D,0.25,4,TRAIL,7.23,0.723,-0.77,8,1,275.27,276.06,2.973,0.723,3,1.0412,,,0.2366,-0.0152,2.973,,,274.39,,,0,2.250,3.95321074,3.94596202,-0.00724872
120,RTX,RHM.DE,DEFENSE,2026-03-30,2026-04-01,LONG_A_SHORT_B,187.15,1409.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523152,0.9576,-2.2262,5.3676,-1.2527,5.6552,-4,D,0.2083,2,TRAIL,17.28,1.728,9.28,8,1,266.06,275.69,2.601,1.728,1,,,,,-0.0880,,,,,,,0,0.873,3.85508718,3.87287679,0.01778961
121,RTX,HAG.DE,DEFENSE,2025-06-13,2025-06-25,SHORT_A_LONG_B,144.0019,94.2,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.6142,1.0639,0.1199,0.6055,-3,D,0.25,7,REVERT,30.05,3.005,22.05,8,1,581.36,623.35,3.005,-2.263,7,1.6187,1.1893,,0.2628,0.3565,-0.371,-0.028,,620.77,613.03,,0,0.000,4.30785227,4.27735944,-0.03049283
122,RTX,HAG.DE,DEFENSE,2025-07-17,2025-07-23,SHORT_A_LONG_B,149.7445,103,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.1832,1.4563,2.7763,2.0017,-4,D,0.2083,4,TRAIL,-36.76,-3.676,-44.76,8,0,616.7,616.7,1.156,-3.676,3,0.9313,,,0.3208,-0.3251,1.156,,,613.33,,,1,4.832,4.33395017,4.37022537,0.03627520
